label,total_appearances,dominant_class,dominant_pct,buildings,buildings_pct,forest,forest_pct,glacier,glacier_pct,mountain,mountain_pct,sea,sea_pct,street,street_pct
rubber eraser,5,forest,60.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,2,40.0
frilled lizard,5,forest,60.0,0,0.0,3,60.0,0,0.0,1,20.0,1,20.0,0,0.0
American alligator,17,forest,58.82,0,0.0,10,58.82,5,29.41,2,11.76,0,0.0,0,0.0
ox,17,forest,58.82,0,0.0,10,58.82,1,5.88,4,23.53,0,0.0,2,11.76
plow,24,forest,58.33,0,0.0,14,58.33,2,8.33,0,0.0,5,20.83,3,12.5
curly-coated retriever,12,forest,58.33,0,0.0,7,58.33,1,8.33,1,8.33,2,16.67,1,8.33
suspension bridge,282,forest,58.16,35,12.41,164,58.16,0,0.0,23,8.16,12,4.26,48,17.02
African hunting dog,7,forest,57.14,0,0.0,4,57.14,1,14.29,0,0.0,2,28.57,0,0.0
bluetick,7,forest,57.14,0,0.0,4,57.14,0,0.0,0,0.0,3,42.86,0,0.0
robin,7,forest,57.14,0,0.0,4,57.14,3,42.86,0,0.0,0,0.0,0,0.0
greenhouse,140,forest,56.43,27,19.29,79,56.43,0,0.0,3,2.14,7,5.0,24,17.14
Bouvier des Flandres,11,forest,54.55,0,0.0,6,54.55,2,18.18,0,0.0,1,9.09,2,18.18
viaduct,189,forest,54.5,22,11.64,103,54.5,3,1.59,21,11.11,1,0.53,39,20.63
bow,48,forest,54.17,0,0.0,26,54.17,6,12.5,2,4.17,2,4.17,12,25.0
beaver,24,forest,54.17,0,0.0,13,54.17,6,25.0,2,8.33,3,12.5,0,0.0
organ,39,forest,53.85,13,33.33,21,53.85,0,0.0,0,0.0,0,0.0,5,12.82
English setter,13,forest,53.85,0,0.0,7,53.85,2,15.38,2,15.38,2,15.38,0,0.0
parallel bars,17,forest,52.94,0,0.0,9,52.94,0,0.0,0,0.0,5,29.41,3,17.65
ruffed grouse,19,forest,52.63,0,0.0,10,52.63,9,47.37,0,0.0,0,0.0,0,0.0
maze,203,forest,50.25,22,10.84,102,50.25,13,6.4,17,8.37,8,3.94,41,20.2
punching bag,10,forest,50.0,0,0.0,5,50.0,0,0.0,0,0.0,0,0.0,5,50.0
rifle,12,forest,50.0,0,0.0,6,50.0,1,8.33,3,25.0,1,8.33,1,8.33
mitten,4,forest,50.0,0,0.0,2,50.0,0,0.0,2,50.0,0,0.0,0,0.0
Bernese mountain dog,2,forest,50.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0
balance beam,10,forest,50.0,0,0.0,5,50.0,1,10.0,0,0.0,1,10.0,3,30.0
pop bottle,2,forest,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0
syringe,2,forest,50.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0
barrow,22,forest,50.0,0,0.0,11,50.0,2,9.09,2,9.09,1,4.55,6,27.27
